id,programa,semestre,jornada,promedio_acumulado,promedio_ultimo,materias_perdidas,dificultad_alta,pct_creditos_aprobados,acceso_plataforma,frecuencia_semanal,frecuencia_baja,participacion_baja,no_consulta_profesores,estrato,estrato_bajo,trabaja,horas_semanales,trabaja_mucho,dependientes,dificultad_pago,dificultad_pago_alta,piensa_desertar_frecuente,piensa_desertar_alguna_vez,satisfaccion_programa,satisfaccion_baja,probabilidad_continuar_percibida,probabilidad_continuar_baja,claridad_baja,evento_estresante,indice_riesgo_academico,indice_engagement,target_desercion,fecha_procesamiento
EST_NUEVO_010,Derecho,3,Diurna,3.65,3.4899999999999998,1,0,0.4,1,8,0,0,0,2,1,0,0,0,0,1,0,0,1,5,0,0.5,0,0,1,0.5,0.5,,2026-02-28T18:40:14.207561
EST_NUEVO_011,Ingenieria_Sistemas,3,Diurna,4.79,4.42,0,0,0.4,1,8,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0.95,0,0,1,0.5,0.5,,2026-02-28T18:40:14.207561
EST_NUEVO_012,Psicologia,6,Nocturna,4.94,4.7,0,0,0.4,1,8,0,0,0,4,0,0,0,0,0,0,0,0,0,10,0,0.95,0,0,1,0.5,0.5,,2026-02-28T18:40:14.207561
EST_NUEVO_013,Psicologia,4,Nocturna,1.96,1.68,3,1,0.4,0,2,1,0,0,2,1,1,40,1,0,2,1,1,0,2,1,0.2,1,0,1,0.5,0.5,,2026-02-28T18:40:14.208069
EST_NUEVO_014,Ingenieria_Sistemas,3,Virtual,3.52,3.1,2,0,0.4,1,8,0,0,0,2,1,0,0,0,0,1,0,0,1,5,0,0.5,0,0,1,0.5,0.5,,2026-02-28T18:40:14.208069
EST_NUEVO_015,Ingenieria_Sistemas,4,Diurna,3.19,2.95,1,0,0.4,1,8,0,0,0,2,1,0,0,0,0,1,0,0,1,4,1,0.5,0,0,1,0.5,0.5,,2026-02-28T18:40:14.208069
EST_NUEVO_016,Administracion,1,Virtual,3.15,3.07,1,0,0.4,1,8,0,0,0,2,1,0,0,0,0,1,0,0,1,6,0,0.5,0,0,1,0.5,0.5,,2026-02-28T18:40:14.208580
EST_NUEVO_017,Contaduria,3,Virtual,2.52,2.1,6,1,0.4,0,2,1,0,0,2,1,1,40,1,0,2,1,1,0,1,1,0.2,1,0,1,0.5,0.5,,2026-02-28T18:40:14.208580
EST_NUEVO_018,Ingenieria_Sistemas,1,Diurna,3.25,2.88,2,0,0.4,1,8,0,0,0,2,1,0,0,0,0,1,0,0,1,6,0,0.5,0,0,1,0.5,0.5,,2026-02-28T18:40:14.208580
EST_NUEVO_019,Ingenieria_Sistemas,7,Virtual,2.57,2.3499999999999996,3,1,0.4,0,2,1,0,0,2,1,1,40,1,0,2,1,1,0,3,1,0.2,1,0,1,0.5,0.5,,2026-02-28T18:40:14.209090
EST_NUEVO_020,Contaduria,10,Nocturna,2.34,2.0999999999999996,5,1,0.4,0,2,1,0,0,2,1,1,40,1,0,2,1,1,0,3,1,0.2,1,0,1,0.5,0.5,,2026-02-28T18:40:14.209090
EST_NUEVO_021,Contaduria,7,Diurna,4.94,4.840000000000001,0,0,0.4,1,8,0,0,0,4,0,0,0,0,0,0,0,0,0,10,0,0.95,0,0,1,0.5,0.5,,2026-02-28T18:40:14.209090
EST_NUEVO_022,Ingenieria_Sistemas,8,Nocturna,1.94,1.45,6,1,0.4,0,2,1,0,0,2,1,1,40,1,0,2,1,1,0,2,1,0.2,1,0,1,0.5,0.5,,2026-02-28T18:40:14.209090
EST_NUEVO_023,Derecho,6,Nocturna,4.38,4.25,0,0,0.4,1,8,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0.95,0,0,1,0.5,0.5,,2026-02-28T18:40:14.209640
EST_NUEVO_024,Psicologia,4,Virtual,4.88,4.52,0,0,0.4,1,8,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0.95,0,0,1,0.5,0.5,,2026-02-28T18:40:14.209640
EST_NUEVO_025,Ingenieria_Sistemas,10,Virtual,5.0,4.79,0,0,0.4,1,8,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,0.95,0,0,1,0.5,0.5,,2026-02-28T18:40:14.209640
EST_NUEVO_026,Ingenieria_Sistemas,1,Diurna,2.33,2.05,3,1,0.4,0,2,1,0,0,2,1,1,40,1,0,2,1,1,0,1,1,0.2,1,0,1,0.5,0.5,,2026-02-28T18:40:14.209640
EST_NUEVO_027,Psicologia,4,Virtual,4.3,4.04,0,0,0.4,1,8,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,0.95,0,0,1,0.5,0.5,,2026-02-28T18:40:14.210151
EST_NUEVO_028,Psicologia,2,Diurna,4.42,3.9299999999999997,0,0,0.4,1,8,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,0.95,0,0,1,0.5,0.5,,2026-02-28T18:40:14.210151
EST_NUEVO_029,Administracion,6,Virtual,4.0,3.88,0,0,0.4,1,8,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0.95,0,0,1,0.5,0.5,,2026-02-28T18:40:14.210151
EST_NUEVO_030,Derecho,2,Nocturna,4.38,4.3,0,0,0.4,1,8,0,0,0,4,0,0,0,0,0,0,0,0,0,10,0,0.95,0,0,1,0.5,0.5,,2026-02-28T18:40:14.210661
EST_NUEVO_031,Ingenieria_Sistemas,8,Virtual,4.98,4.66,0,0,0.4,1,8,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0.95,0,0,1,0.5,0.5,,2026-02-28T18:40:14.210661
EST_NUEVO_032,Derecho,10,Virtual,3.11,2.7199999999999998,2,0,0.4,1,8,0,0,0,2,1,0,0,0,0,1,0,0,1,5,0,0.5,0,0,1,0.5,0.5,,2026-02-28T18:40:14.210661
EST_NUEVO_033,Psicologia,9,Nocturna,4.37,4.36,0,0,0.4,1,8,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,0.95,0,0,1,0.5,0.5,,2026-02-28T18:40:14.210661
EST_NUEVO_034,Psicologia,9,Virtual,4.91,4.45,0,0,0.4,1,8,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,0.95,0,0,1,0.5,0.5,,2026-02-28T18:40:14.211171
EST_NUEVO_035,Administracion,9,Nocturna,3.24,3.02,1,0,0.4,1,8,0,0,0,2,1,0,0,0,0,1,0,0,1,4,1,0.5,0,0,1,0.5,0.5,,2026-02-28T18:40:14.211171
EST_NUEVO_036,Derecho,2,Nocturna,3.42,2.9899999999999998,2,0,0.4,1,8,0,0,0,2,1,0,0,0,0,1,0,0,1,5,0,0.5,0,0,1,0.5,0.5,,2026-02-28T18:40:14.211171
EST_NUEVO_037,Derecho,8,Virtual,4.57,4.11,0,0,0.4,1,8,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0.95,0,0,1,0.5,0.5,,2026-02-28T18:40:14.211678
EST_NUEVO_038,Derecho,6,Virtual,4.06,3.7299999999999995,0,0,0.4,1,8,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,0.95,0,0,1,0.5,0.5,,2026-02-28T18:40:14.211678
EST_NUEVO_039,Derecho,8,Virtual,2.5,2.15,4,1,0.4,0,2,1,0,0,2,1,1,40,1,0,2,1,1,0,2,1,0.2,1,0,1,0.5,0.5,,2026-02-28T18:40:14.211678
EST_NUEVO_040,Contaduria,6,Diurna,3.29,3.17,2,0,0.4,1,8,0,0,0,2,1,0,0,0,0,1,0,0,1,5,0,0.5,0,0,1,0.5,0.5,,2026-02-28T18:40:14.211678
EST_NUEVO_041,Derecho,8,Nocturna,4.62,4.3100000000000005,0,0,0.4,1,8,0,0,0,4,0,0,0,0,0,0,0,0,0,10,0,0.95,0,0,1,0.5,0.5,,2026-02-28T18:40:14.212189
EST_NUEVO_042,Contaduria,4,Diurna,2.62,2.58,3,1,0.4,0,2,1,0,0,2,1,1,40,1,0,2,1,1,0,1,1,0.2,1,0,1,0.5,0.5,,2026-02-28T18:40:14.212189
EST_NUEVO_043,Derecho,9,Diurna,4.16,4.13,0,0,0.4,1,8,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0.95,0,0,1,0.5,0.5,,2026-02-28T18:40:14.212189
EST_NUEVO_044,Derecho,5,Nocturna,4.91,4.68,0,0,0.4,1,8,0,0,0,4,0,0,0,0,0,0,0,0,0,10,0,0.95,0,0,1,0.5,0.5,,2026-02-28T18:40:14.212699
EST_NUEVO_045,Administracion,4,Virtual,4.34,4.28,0,0,0.4,1,8,0,0,0,4,0,0,0,0,0,0,0,0,0,10,0,0.95,0,0,1,0.5,0.5,,2026-02-28T18:40:14.212699
EST_NUEVO_046,Derecho,3,Virtual,4.56,4.4399999999999995,0,0,0.4,1,8,0,0,0,4,0,0,0,0,0,0,0,0,0,10,0,0.95,0,0,1,0.5,0.5,,2026-02-28T18:40:14.212699
EST_NUEVO_047,Psicologia,8,Virtual,4.14,4.109999999999999,0,0,0.4,1,8,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,0.95,0,0,1,0.5,0.5,,2026-02-28T18:40:14.212699
EST_NUEVO_048,Ingenieria_Sistemas,3,Diurna,4.45,4.33,0,0,0.4,1,8,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,0.95,0,0,1,0.5,0.5,,2026-02-28T18:40:14.213208
EST_NUEVO_049,Administracion,8,Virtual,1.98,1.58,4,1,0.4,0,2,1,0,0,2,1,1,40,1,0,2,1,1,0,3,1,0.2,1,0,1,0.5,0.5,,2026-02-28T18:40:14.213208
EST_NUEVO_050,Ingenieria_Sistemas,7,Virtual,4.62,4.15,0,0,0.4,1,8,0,0,0,4,0,0,0,0,0,0,0,0,0,10,0,0.95,0,0,1,0.5,0.5,,2026-02-28T18:40:14.213208
